DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6006368;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1928,92903772154;1
6006369;1;1;1;1;2;1;4;3; ;1;4;1;1;3;1; ;2;2;2;2; ;4;4;2;3;2;2;3;2; ;2;2;2;2;2;1792,37325490441;1
6006389;1;1;1;1;2;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;2549,69483795439;1
6006391;1;1;1;1;1;1;4;1; ;1;3;1;1;7;1; ;2;2;2;2; ;1;1;2;2;1;1;2;1; ;1;1;1;2;2;1940,76033483019;1
6006392;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;2;3;1; ;1;2;2;2;2;1812,32996935986;1
6006393;1;1;1;1;1;5;6;4; ;1;1;2;2; ;2; ;2;2;2;2; ;1;1;2;2;1;3;3;2; ;1;1;2;1;2;1866,85683920883;1
6006394;1;1;1;1;3;8;7;4; ;1;1;2;2; ;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1976,81695977628;1
6006422;1;1;1;1;1;1;4;3; ;1;3;1;1;7;2; ;2;2;2;2; ;2;2;2;1;2;1;1;1; ;2;2;2;2;2;27,9988727611795;1
6006423;1;1;1;1;1;1;4;3; ;1;4;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;1;1;1; ;2;2;2;2;2;17,9645697137364;1
6006427;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;2;1; ;2;2;2;2;2;2867,62955139188;1
6006428;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;1;3;1;1; ;2;2;2;2;2;3993,20695023778;1
6006429;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;4;2;2;2;1; ;1;1;1;2;2;1827,55080427397;1
6006431;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;2;1;2;2;1; ;2;2;2;2;2;2691,58577193764;1
6006432;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;3;3;2; ;2;2;2;2;2;3836,85395944396;1
6006433;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;3;2;2; ;2;2;2;2;2;1943,4637126208;1
6006434;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;1;3;3;2;1; ;2;2;2;2;2;3732,51591165521;1
6006435;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2300,68166483241;1
6006436;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;2;2;3;3;3;2; ;2;2;2;2;2;3261,14469351631;1
6006437;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;1;2;1;1; ;2;2;2;2;2;1723,55480598834;1
6006438;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;3;3;2;1;4;4;4; ;2;1;2;2;2;1731,12274325375;1
6006439;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;1;1; ;2;2;2;2;2;3994,5256905454;1
6006441;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;3;4;3;3;2;3;2; ;2;2;2;2;2;2121,55950265103;1
6006443;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;1;2;2;2; ;1;2;1;1;1;2;1;1; ;2;1;2;2;2;1827,55080427397;1
6006445;1;1;1;1;2;1;3;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;2;3;2;3;1;1;1; ;2;2;2;2;2;2055,95157623639;1
6006447;1;1;1;1;2;1;2;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;2;2;2; ;2;2;2;2;2;2291,92028546423;1
6006448;1;1;1;1;2;1;5;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;3;2;3;3;3;3;1; ;2;2;2;2;2;1826,23206396636;1
6006449;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;2;2;1; ;2;2;2;2;2;1823,59458335113;1
6006451;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;2;3;2;3;4;2;3; ;2;2;2;2;2;2291,92028546423;1
6006452;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;4;2;3;3;2;4; ;2;2;2;2;2;2057,27031654401;1
6006453;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;2254,85095390084;1
6006455;1;1;1;1;1;1;1;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1648,13627393614;1
6006456;1;1;1;1;1;1;1;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6006457;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;3;3;1; ;2;2;2;2;2;2055,95157623639;1
6006458;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;3;3;3;2;2; ;2;2;2;2;2;1826,23206396636;1
6006459;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;4;3;4;1;1;4; ;2;2;2;2;2;2529,08243679484;1
6006461;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;1;2; ;2;2;2;2;2;2254,85095390084;1
6006462;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;2;2;2; ;2;2;1;1;2;2290,60154515662;1
6006463;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;1;3; ;2;2;2;2;2;1671,19781348015;1
6006464;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;1;2;2;3;2;3; ;2;2;2;2;2;1827,55080427397;1
6006465;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;2;1;1;2;1; ;2;2;2;2;2;2098,49796310701;1
6006466;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;2550,1783925855;1
6006467;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;3;2;1;3;2;1; ;1;1;1;2;2;2057,27031654401;1
6006468;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;1;2;2;1;1; ;2;2;2;2;2;2529,08243679484;1
6006470;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2830,56021982849;1
6006471;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;1;2;2;2; ;2;2;2;3;2;3;2;2; ;2;2;2;2;2;1942,14497231319;1
6006473;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;3;2;1;2;1;1; ;2;2;2;2;2;1694,05341169036;1
6006474;1;1;1;1;1;1;6;2; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;4;1;1;2;1; ;2;2;2;2;2;1827,55080427397;1
6006476;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2691,58577193764;1
6006477;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2988,23195092992;1
6006478;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;4;1;1;1;4;1; ;2;2;2;2;2;3104,79170272249;1
6006479;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;2;2;2;1; ;2;1;2;2;2;2254,85095390084;1
6006481;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;2;1; ;1;1;2;2;2;3423,64802865912;1
6006482;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;4;4;4;1;1;2;4; ;2;2;2;2;2;2823,09113517189;1
6006483;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;4;1;2;2;4; ;2;2;2;2;2;2055,95157623639;1
6006484;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;2;1;1;2;3; ;2;2;2;2;2;2705,12621624907;1
6006485;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1827,55080427397;1
6006486;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;1;2;1;1; ;2;2;2;2;2;2374,04818630863;1
6006487;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;2;2;2;2;1; ;2;2;2;2;2;1146,61951288592;1
6006488;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2098,49796310701;1
6006489;1;1;1;1;1;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;2;2;2;1; ;2;2;2;2;2;1899,59858544257;1
6006492;1;1;1;1;2;1;6;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6006493;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2372,72944600101;1
6006494;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;2;1;2;1;1;1; ;2;2;2;2;2;2099,81670341463;1
6006495;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;2;1; ;2;2;2;2;2;2786,69509265025;1
6006497;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;1;2;3;2; ;2;2;2;2;2;2529,08243679484;1
6006498;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;1;2;2;2; ;1;1;1;1;1;2;1;1; ;1;2;2;2;2;1801,85178411473;1
6006499;1;1;1;1;1;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;3;2;2;2;1; ;2;2;2;2;2;2063,39421529697;1
6006500;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;2;2;1;2;1; ;2;2;2;2;2;1826,23206396636;1
6006501;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1827,55080427397;1
6006503;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;2;2;2;1;1; ;2;2;2;2;2;2057,27031654401;1
6006504;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;2;1; ;2;2;2;2;2;2632,97958247166;1
6006506;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;1729,80400294613;1
6006507;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;2;2;1959,52351521617;1
6006508;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3164,27573038416;1
6006509;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;1669,87907317253;1
6006512;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;1;2;1; ;2;2;2;2;2;1338,80104323209;1
6006514;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2867,62955139188;1
6006516;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2372,72944600101;1
6006517;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;3;3;3;3;3;3;3;3; ;2;2;2;2;2;2529,08243679484;1
6006519;1;1;1;1;2;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;2867,62955139188;1
6006520;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2825,72861578712;1
6006522;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2055,95157623639;1
6006524;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;2588,56646445651;1
6006525;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;1;2;2;2; ;2;2;2;2;2;2;3;1; ;1;2;2;2;2;1723,55480598834;1
6006527;1;1;1;1;2;1;2;1; ;1;5;1;1;3;1; ;2;2;2;2; ;2;1;1;2;1;1;1;2; ;2;2;2;2;2;2823,09113517189;1
6006529;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;1;2;3;1; ;2;2;2;2;2;1790,48147271058;1
6006532;3;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;3;3;2;3;1;2; ;2;2;2;2;2;2456,26251397567;1
6006533;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;2712,56885530964;1
6006534;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;2530,40117710245;1
6006535;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;2;1;2;2;1; ;1;2;2;2;2;2291,92028546423;1
6006536;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;3;2;3;2; ;2;2;2;2;2;1050,25182366466;1
6006574;1;1;1;1;2;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;2;1;1;1;1; ;2;2;2;2;2;1101,52128988614;1
6006575;1;1;1;1;1;6;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;1118,05953632545;1
6006576;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;798,80959867109;1
6006577;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1351,75744032591;1
6006578;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;1;2;2;2;2;1415,19762483075;1
6006579;1;1;1;1;1;6;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;1157,48078859468;1
6006580;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2677,45100912645;1
6006583;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;2;1;1;2;1; ;2;2;2;2;2;2483,91593853809;1
6006584;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;2392,12753773855;1
6006586;1;1;1;1;2;1;4;1; ;1;6;1;1;3;1; ;2;2;2;2; ;2;1;1;4;3;1;1;1; ;2;2;2;2;2;2400,59679747725;1
6006617;1;1;1;1;2;1;4;1; ;1;6;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2400,59679747725;1
6006618;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;3;1;1;1;1;1;1; ;2;2;2;2;2;2789,45685013306;1
6006627;1;1;1;1;1;1;6;4; ;1;1;1;1;1;1; ;2;2;2;2; ;1;4;4;1;1;1;4;4; ;2;2;2;2;2;1369,95520195858;1
6006628;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;4;1; ;2;2;2;2;2;1408,31649519481;1
6006629;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;3;1;1;2;1; ;1;1;2;2;2;1395,56734306042;1
6006632;1;1;1;1;1;1;4;2; ;1;1;1;1;2;1; ;2;2;2;2; ;3;2;1;2;1;1;2;1; ;2;2;2;2;2;1630,9866575663;1
6006633;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;1303,82799551488;1
6006634;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;1;1;2;1; ;2;2;2;2;2;1033,155106382;1
6006635;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1381,3590048767;1
6006636;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;2;3;1; ;2;2;2;2;2;1557,17432298155;1
6006637;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1535,7939230956;1
6006638;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;1;2;1;1;1;1; ;2;2;2;2;2;1368,27875094198;1
6006639;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;1;2;1;1;1;1; ;1;2;2;2;2;1655,06450529789;1
6006640;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;4;1; ;2;2;2;2;2;1495,75617884276;1
6006641;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;1;2;2;1;1542,67404773577;1
6006642;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;1;2;1;2;2;1; ;2;2;2;2;2;1320,3349871646;1
6006643;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;1;2;2;2; ;1;2;2;2;1;2;2;1; ;2;2;2;2;2;1268,08991515964;1
6006644;1;1;1;1;2;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;1;2;2;2;2;1605,11808675892;1
6006645;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;1;2;2;2; ;2;2;3;3;1;2;2;2; ;1;1;1;1;1;1603,69806544786;1
6006646;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;4;3;1;1;1; ;2;2;2;2;2;1535,7939230956;1
6006647;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;1495,75617884276;1
6006648;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;2;1;1;1;1; ;2;2;2;2;2;1423,00933910678;1
6006649;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;2;1; ;1;2;2;2;2;1312,03484121337;1
6006650;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1408,31649519481;1
6006652;1;1;1;1;2;1;5;3; ;1;2;1;1;2;1; ;2;2;2;2; ;3;3;2;2;2;3;4;1; ;1;1;2;2;2;811,791161358054;1
6006653;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1605,11808675892;1
6006667;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2302,1046527332;1
6006682;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;4;1;1; ;2;2;2;2;2;2054,04823483337;1
6006683;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;1;1;2;2;1; ;1;2;2;2;2;1526,94384108184;1
6006684;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;1;2;2;2;2;1961,48888981827;1
6006685;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1439,60640822204;1
6006686;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;1448,39253416309;1
6006687;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;4;1;1; ;2;2;2;2;2;1532,58295607212;1
6006688;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;4;3;1;2;2;1; ;1;2;2;2;2;1533,15650469265;1
6006689;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;1;2;2;2; ;2;2;1;1;1;2;2;1; ;1;1;2;2;2;1357,89068558825;1
6006690;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;4;4;1;1;4;4;1; ;2;2;2;2;2;1291,58665588663;1
6006691;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;4;2;2;1;4;4;4; ;1;2;2;2;2;1544,00012707395;1
6006692;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;1579,71078802884;1
6006694;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;1;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1486,98905716674;1
6006695;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;3;1;1;1;1;2;2; ;2;2;2;2;2;1625,71584970775;1
6006696;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;1508,85871528494;1
6006697;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1726,13170462307;1
6006698;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;3;2;2;2;1; ;1;2;2;2;2;1512,98955549225;1
6006699;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;1;2;1;1;2;1; ;2;1;2;2;2;1557,49575196446;1
6006700;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;4;1;4;4;1;1; ;2;2;2;2;2;1718,27519472285;1
6006701;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;2;1;2;1;1; ;2;2;2;2;2;1861,07303490295;1
6006702;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;3;2;1;2;1;2;2;1; ;2;2;2;2;2;1919,10690455349;1
6006703;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;509,113342261103;1
6006704;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;311,017936294995;1
6006705;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;2;2;1; ;2;1;2;2;2;409,168119597501;1
6006706;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;287,882711768466;1
6006707;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;1;1;2;524,424481412874;1
6006708;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;242,068583846282;1
6006709;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;1;1;2;2;2;387,075958879478;1
6006710;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;387,075958879478;1
6006711;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;1;2;2;2;844,663689818554;1
6006712;1;1;1;1;1;1;6;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;1;1;1;1;1;1; ;2;2;2;2;2;311,954009083456;1
6006713;1;1;1;1;1;8;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;287,181774714626;1
6006714;1;1;1;1;1;6;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;3;2;1;1;3;3;1; ;2;2;2;2;2;524,467376355828;1
6006715;1;1;1;1;1;5;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;957,078932726364;1
6006716;1;1;1;1;1;8;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;608,202484497202;1
6006717;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;669,615553596596;1
6006718;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;242,068583846282;1
